,Crash_Year,Crash_Police_Region,Casualty_Severity,Casualty_AgeGroup,Casualty_Gender,Casualty_RoadUserType,Casualty_Count
715,2002,Brisbane,Hospitalised,40 to 49,Female,Motorcyclist,5
3496,2002,Brisbane,Medically treated,40 to 49,Male,Passenger,14
3817,2002,Brisbane,Medically treated,40 to 49,Female,Pedestrian,4
4359,2002,Brisbane,Medically treated,40 to 49,Male,Bicyclist,20
5023,2002,Brisbane,Fatality,40 to 49,Male,Motorcyclist,1
5600,2002,Brisbane,Medically treated,40 to 49,Female,Driver,136
5613,2002,Brisbane,Hospitalised,40 to 49,Female,Passenger,23
6325,2002,Brisbane,Medically treated,40 to 49,Male,Motorcyclist,29
6332,2002,Brisbane,Hospitalised,40 to 49,Male,Passenger,8
6651,2002,Brisbane,Minor injury,40 to 49,Male,Bicyclist,10
8075,2002,Brisbane,Minor injury,40 to 49,Female,Pedestrian,1
9398,2002,Brisbane,Medically treated,40 to 49,Male,Pedestrian,11
11196,2002,Brisbane,Medically treated,40 to 49,Female,Passenger,41
11255,2002,Brisbane,Minor injury,40 to 49,Female,Driver,103
11266,2002,Brisbane,Hospitalised,40 to 49,Male,Driver,57
12260,2002,Brisbane,Minor injury,40 to 49,Male,Motorcyclist,11
14032,2002,Brisbane,Medically treated,40 to 49,Female,Motorcyclist,1
14091,2002,Brisbane,Minor injury,40 to 49,Male,Passenger,13
14095,2002,Brisbane,Medically treated,40 to 49,Male,Driver,112
15103,2002,Brisbane,Hospitalised,40 to 49,Female,Pedestrian,8
15304,2002,Brisbane,Hospitalised,40 to 49,Male,Pedestrian,10
15608,2002,Brisbane,Minor injury,40 to 49,Male,Pedestrian,5
16305,2002,Brisbane,Fatality,40 to 49,Male,Pedestrian,1
16909,2002,Brisbane,Minor injury,40 to 49,Male,Driver,101
17599,2002,Brisbane,Hospitalised,40 to 49,Male,Bicyclist,14
19540,2002,Brisbane,Fatality,40 to 49,Male,Passenger,1
19608,2002,Brisbane,Hospitalised,40 to 49,Male,Motorcyclist,40
19645,2002,Brisbane,Hospitalised,40 to 49,Female,Driver,59
20321,2002,Brisbane,Hospitalised,40 to 49,Female,Bicyclist,1
20647,2002,Brisbane,Minor injury,40 to 49,Female,Passenger,22
21879,2002,Brisbane,Minor injury,40 to 49,Female,Motorcyclist,1
41,2002,Brisbane,Hospitalised,50 to 59,Male,Driver,33
1899,2002,Brisbane,Hospitalised,50 to 59,Female,Pedestrian,7
2462,2002,Brisbane,Fatality,50 to 59,Female,Driver,1
2814,2002,Brisbane,Medically treated,50 to 59,Female,Driver,95
2817,2002,Brisbane,Minor injury,50 to 59,Female,Pedestrian,3
3494,2002,Brisbane,Medically treated,50 to 59,Female,Passenger,51
4547,2002,Brisbane,Medically treated,50 to 59,Male,Pedestrian,8
5618,2002,Brisbane,Minor injury,50 to 59,Male,Passenger,10
5627,2002,Brisbane,Hospitalised,50 to 59,Male,Motorcyclist,15
6337,2002,Brisbane,Minor injury,50 to 59,Female,Driver,51
7242,2002,Brisbane,Medically treated,50 to 59,Male,Bicyclist,7
7562,2002,Brisbane,Medically treated,50 to 59,Female,Bicyclist,2
9056,2002,Brisbane,Hospitalised,50 to 59,Female,Passenger,18
9403,2002,Brisbane,Hospitalised,50 to 59,Male,Passenger,4
10822,2002,Brisbane,Minor injury,50 to 59,Male,Pedestrian,3
11276,2002,Brisbane,Hospitalised,50 to 59,Male,Pedestrian,10
11283,2002,Brisbane,Medically treated,50 to 59,Male,Driver,87
11285,2002,Brisbane,Medically treated,50 to 59,Female,Pedestrian,5
12772,2002,Brisbane,Hospitalised,50 to 59,Female,Motorcyclist,2
13290,2002,Brisbane,Hospitalised,50 to 59,Male,Bicyclist,3
15108,2002,Brisbane,Medically treated,50 to 59,Male,Passenger,10
16899,2002,Brisbane,Hospitalised,50 to 59,Female,Driver,55
16916,2002,Brisbane,Minor injury,50 to 59,Female,Passenger,28
17589,2002,Brisbane,Minor injury,50 to 59,Male,Driver,71
18493,2002,Brisbane,Fatality,50 to 59,Male,Motorcyclist,1
18663,2002,Brisbane,Minor injury,50 to 59,Male,Bicyclist,3
20995,2002,Brisbane,Minor injury,50 to 59,Male,Motorcyclist,5
21134,2002,Brisbane,Medically treated,50 to 59,Male,Motorcyclist,8
22271,2002,Brisbane,Medically treated,50 to 59,Female,Motorcyclist,1
35,2002,Brisbane,Hospitalised,60 to 74,Male,Passenger,5
67,2002,Brisbane,Medically treated,60 to 74,Male,Bicyclist,4
725,2002,Brisbane,Hospitalised,60 to 74,Female,Passenger,19
1651,2002,Brisbane,Minor injury,60 to 74,Male,Passenger,3
2417,2002,Brisbane,Fatality,60 to 74,Male,Pedestrian,2
2742,2002,Brisbane,Minor injury,60 to 74,Male,Motorcyclist,2
2834,2002,Brisbane,Hospitalised,60 to 74,Male,Driver,36
3476,2002,Brisbane,Minor injury,60 to 74,Female,Passenger,17
3477,2002,Brisbane,Medically treated,60 to 74,Male,Pedestrian,6
5634,2002,Brisbane,Hospitalised,60 to 74,Male,Bicyclist,3
6659,2002,Brisbane,Minor injury,60 to 74,Female,Driver,16
7915,2002,Brisbane,Medically treated,60 to 74,Female,Bicyclist,1
11237,2002,Brisbane,Medically treated,60 to 74,Female,Passenger,40
12889,2002,Brisbane,Hospitalised,60 to 74,Male,Pedestrian,6
14111,2002,Brisbane,Hospitalised,60 to 74,Female,Pedestrian,7
14778,2002,Brisbane,Minor injury,60 to 74,Male,Driver,36
15104,2002,Brisbane,Minor injury,60 to 74,Male,Pedestrian,2
16897,2002,Brisbane,Medically treated,60 to 74,Male,Driver,44
17592,2002,Brisbane,Medically treated,60 to 74,Female,Driver,42
18740,2002,Brisbane,Fatality,60 to 74,Male,Driver,1
19619,2002,Brisbane,Hospitalised,60 to 74,Female,Driver,35
20838,2002,Brisbane,Medically treated,60 to 74,Male,Passenger,10
20840,2002,Brisbane,Medically treated,60 to 74,Male,Motorcyclist,3
21136,2002,Brisbane,Medically treated,60 to 74,Female,Pedestrian,12
21518,2002,Brisbane,Hospitalised,60 to 74,Male,Motorcyclist,3
22275,2002,Brisbane,Hospitalised,60 to 74,Female,Motorcyclist,1
32,2002,Brisbane,Hospitalised,75 and over,Female,Passenger,23
57,2002,Brisbane,Medically treated,75 and over,Male,Passenger,7
728,2002,Brisbane,Medically treated,75 and over,Female,Driver,16
1825,2002,Brisbane,Minor injury,75 and over,Male,Passenger,2
2800,2002,Brisbane,Hospitalised,75 and over,Female,Pedestrian,7
2835,2002,Brisbane,Minor injury,75 and over,Male,Driver,5
4878,2002,Brisbane,Fatality,75 and over,Male,Passenger,1
5638,2002,Brisbane,Medically treated,75 and over,Male,Driver,23
6329,2002,Brisbane,Medically treated,75 and over,Female,Passenger,23
7346,2002,Brisbane,Hospitalised,75 and over,Male,Pedestrian,10
7787,2002,Brisbane,Minor injury,75 and over,Female,Driver,6
9067,2002,Brisbane,Minor injury,75 and over,Female,Passenger,8
11282,2002,Brisbane,Medically treated,75 and over,Female,Pedestrian,3
11287,2002,Brisbane,Hospitalised,75 and over,Male,Driver,26
13094,2002,Brisbane,Minor injury,75 and over,Female,Pedestrian,1
14084,2002,Brisbane,Fatality,75 and over,Female,Driver,1
14759,2002,Brisbane,Fatality,75 and over,Female,Pedestrian,1
16476,2002,Brisbane,Minor injury,75 and over,Male,Pedestrian,2
16917,2002,Brisbane,Hospitalised,75 and over,Female,Driver,14
18496,2002,Brisbane,Hospitalised,75 and over,Male,Bicyclist,2
20831,2002,Brisbane,Medically treated,75 and over,Male,Pedestrian,3
1410,2002,Brisbane,Minor injury,Unknown,Male,Bicyclist,4
2158,2002,Brisbane,Medically treated,Unknown,Male,Passenger,4
3809,2002,Brisbane,Minor injury,Unknown,Male,Driver,1
5486,2002,Brisbane,Medically treated,Unknown,Unknown,Passenger,3
7348,2002,Brisbane,Medically treated,Unknown,Female,Passenger,6
10373,2002,Brisbane,Minor injury,Unknown,Female,Driver,1
13818,2002,Brisbane,Minor injury,Unknown,Female,Pedestrian,2
16148,2002,Brisbane,Hospitalised,Unknown,Female,Pedestrian,1
16757,2002,Brisbane,Minor injury,Unknown,Unknown,Passenger,3
16775,2002,Brisbane,Medically treated,Unknown,Unknown,Driver,1
16777,2002,Brisbane,Minor injury,Unknown,Unknown,Motorcyclist,2
16826,2002,Brisbane,Minor injury,Unknown,Female,Motorcyclist,1
18928,2002,Brisbane,Hospitalised,Unknown,Male,Passenger,3
19454,2002,Brisbane,Minor injury,Unknown,Male,Pedestrian,4
19459,2002,Brisbane,Medically treated,Unknown,Male,Motorcyclist,2
19639,2002,Brisbane,Minor injury,Unknown,Female,Passenger,8
21644,2002,Brisbane,Hospitalised,Unknown,Female,Passenger,3
22360,2002,Brisbane,Medically treated,Unknown,Female,Driver,1
102,2003,Brisbane,Hospitalised,0 to 16,Male,Passenger,40
1261,2003,Brisbane,Hospitalised,0 to 16,Male,Driver,5
1827,2003,Brisbane,Minor injury,0 to 16,Female,Driver,1
2542,2003,Brisbane,Hospitalised,0 to 16,Female,Bicyclist,1
3511,2003,Brisbane,Hospitalised,0 to 16,Male,Pedestrian,20
4060,2003,Brisbane,Medically treated,0 to 16,Male,Pedestrian,16
5651,2003,Brisbane,Minor injury,0 to 16,Male,Bicyclist,11
7512,2003,Brisbane,Minor injury,0 to 16,Male,Pedestrian,7
8446,2003,Brisbane,Hospitalised,0 to 16,Male,Bicyclist,17
9634,2003,Brisbane,Hospitalised,0 to 16,Female,Motorcyclist,1
9803,2003,Brisbane,Minor injury,0 to 16,Female,Pedestrian,6
10501,2003,Brisbane,Minor injury,0 to 16,Male,Driver,1
12275,2003,Brisbane,Minor injury,0 to 16,Male,Passenger,38
12992,2003,Brisbane,Medically treated,0 to 16,Male,Driver,3
13356,2003,Brisbane,Fatality,0 to 16,Male,Passenger,2
14135,2003,Brisbane,Hospitalised,0 to 16,Female,Pedestrian,16
14136,2003,Brisbane,Medically treated,0 to 16,Female,Pedestrian,14
14159,2003,Brisbane,Medically treated,0 to 16,Male,Bicyclist,26
15473,2003,Brisbane,Fatality,0 to 16,Female,Passenger,1
16926,2003,Brisbane,Minor injury,0 to 16,Female,Passenger,62
16930,2003,Brisbane,Hospitalised,0 to 16,Female,Passenger,35
16942,2003,Brisbane,Medically treated,0 to 16,Female,Passenger,88
18749,2003,Brisbane,Medically treated,0 to 16,Female,Bicyclist,5
19309,2003,Brisbane,Fatality,0 to 16,Female,Pedestrian,1
19684,2003,Brisbane,Medically treated,0 to 16,Male,Passenger,62
74,2003,Brisbane,Medically treated,17 to 24,Female,Passenger,120
83,2003,Brisbane,Minor injury,17 to 24,Female,Driver,168
98,2003,Brisbane,Hospitalised,17 to 24,Male,Motorcyclist,37
2837,2003,Brisbane,Hospitalised,17 to 24,Male,Driver,124
2846,2003,Brisbane,Minor injury,17 to 24,Female,Passenger,68
3495,2003,Brisbane,Hospitalised,17 to 24,Female,Pedestrian,21
3839,2003,Brisbane,Hospitalised,17 to 24,Male,Pedestrian,20
4464,2003,Brisbane,Hospitalised,17 to 24,Male,Bicyclist,5
4770,2003,Brisbane,Minor injury,17 to 24,Female,Pedestrian,6
5313,2003,Brisbane,Minor injury,17 to 24,Female,Bicyclist,2
5643,2003,Brisbane,Medically treated,17 to 24,Female,Driver,249
5644,2003,Brisbane,Hospitalised,17 to 24,Female,Bicyclist,2
5653,2003,Brisbane,Minor injury,17 to 24,Male,Driver,181
5656,2003,Brisbane,Medically treated,17 to 24,Male,Driver,205
6345,2003,Brisbane,Hospitalised,17 to 24,Female,Passenger,74
8450,2003,Brisbane,Hospitalised,17 to 24,Female,Driver,113
8456,2003,Brisbane,Hospitalised,17 to 24,Male,Passenger,53
9083,2003,Brisbane,Medically treated,17 to 24,Female,Pedestrian,13
10311,2003,Brisbane,Fatality,17 to 24,Male,Driver,3
10752,2003,Brisbane,Fatality,17 to 24,Female,Passenger,2
11309,2003,Brisbane,Medically treated,17 to 24,Male,Passenger,61
11322,2003,Brisbane,Medically treated,17 to 24,Male,Motorcyclist,38
12273,2003,Brisbane,Medically treated,17 to 24,Female,Motorcyclist,4
12493,2003,Brisbane,Medically treated,17 to 24,Male,Bicyclist,15
12785,2003,Brisbane,Minor injury,17 to 24,Male,Pedestrian,5
13241,2003,Brisbane,Fatality,17 to 24,Male,Motorcyclist,3
14792,2003,Brisbane,Minor injury,17 to 24,Male,Motorcyclist,25
15116,2003,Brisbane,Minor injury,17 to 24,Male,Bicyclist,10
15470,2003,Brisbane,Fatality,17 to 24,Male,Pedestrian,2
18932,2003,Brisbane,Medically treated,17 to 24,Female,Bicyclist,2
19654,2003,Brisbane,Hospitalised,17 to 24,Female,Motorcyclist,6
19677,2003,Brisbane,Medically treated,17 to 24,Male,Pedestrian,12
20336,2003,Brisbane,Minor injury,17 to 24,Male,Passenger,33
21281,2003,Brisbane,Minor injury,17 to 24,Female,Motorcyclist,3
21880,2003,Brisbane,Fatality,17 to 24,Male,Passenger,1
3,2003,Brisbane,Medically treated,25 to 29,Female,Driver,131
92,2003,Brisbane,Hospitalised,25 to 29,Female,Passenger,19
2861,2003,Brisbane,Medically treated,25 to 29,Male,Passenger,22
4939,2003,Brisbane,Hospitalised,25 to 29,Female,Pedestrian,6
5151,2003,Brisbane,Medically treated,25 to 29,Female,Motorcyclist,2
5470,2003,Brisbane,Minor injury,25 to 29,Female,Pedestrian,2
7014,2003,Brisbane,Medically treated,25 to 29,Female,Bicyclist,5
8076,2003,Brisbane,Fatality,25 to 29,Male,Motorcyclist,1
9421,2003,Brisbane,Medically treated,25 to 29,Female,Passenger,47
9422,2003,Brisbane,Hospitalised,25 to 29,Male,Bicyclist,9
9638,2003,Brisbane,Hospitalised,25 to 29,Female,Motorcyclist,6
9806,2003,Brisbane,Minor injury,25 to 29,Female,Bicyclist,2
10056,2003,Brisbane,Minor injury,25 to 29,Female,Motorcyclist,6
10057,2003,Brisbane,Medically treated,25 to 29,Male,Pedestrian,8
10139,2003,Brisbane,Hospitalised,25 to 29,Male,Pedestrian,7
11297,2003,Brisbane,Minor injury,25 to 29,Male,Motorcyclist,14
11298,2003,Brisbane,Medically treated,25 to 29,Male,Motorcyclist,22
11318,2003,Brisbane,Minor injury,25 to 29,Female,Driver,84
12271,2003,Brisbane,Minor injury,25 to 29,Male,Bicyclist,7
12634,2003,Brisbane,Hospitalised,25 to 29,Male,Passenger,13
14140,2003,Brisbane,Minor injury,25 to 29,Male,Driver,87
14148,2003,Brisbane,Hospitalised,25 to 29,Male,Motorcyclist,33
14790,2003,Brisbane,Hospitalised,25 to 29,Female,Bicyclist,2
14796,2003,Brisbane,Hospitalised,25 to 29,Female,Driver,46
15117,2003,Brisbane,Minor injury,25 to 29,Female,Passenger,17
15310,2003,Brisbane,Medically treated,25 to 29,Male,Bicyclist,13
15717,2003,Brisbane,Fatality,25 to 29,Male,Driver,3
15949,2003,Brisbane,Minor injury,25 to 29,Male,Pedestrian,3
16939,2003,Brisbane,Hospitalised,25 to 29,Male,Driver,59
18102,2003,Brisbane,Minor injury,25 to 29,Male,Passenger,11
19657,2003,Brisbane,Medically treated,25 to 29,Male,Driver,92
20848,2003,Brisbane,Medically treated,25 to 29,Female,Pedestrian,6
91,2003,Brisbane,Hospitalised,30 to 39,Male,Motorcyclist,47
94,2003,Brisbane,Hospitalised,30 to 39,Female,Driver,72
100,2003,Brisbane,Minor injury,30 to 39,Female,Driver,137
747,2003,Brisbane,Minor injury,30 to 39,Male,Pedestrian,5
1828,2003,Brisbane,Medically treated,30 to 39,Male,Pedestrian,11
2836,2003,Brisbane,Medically treated,30 to 39,Male,Driver,170
2848,2003,Brisbane,Medically treated,30 to 39,Female,Driver,208
2862,2003,Brisbane,Hospitalised,30 to 39,Male,Bicyclist,12
2865,2003,Brisbane,Minor injury,30 to 39,Male,Motorcyclist,19
3492,2003,Brisbane,Medically treated,30 to 39,Female,Motorcyclist,3
3850,2003,Brisbane,Medically treated,30 to 39,Female,Pedestrian,4
4366,2003,Brisbane,Medically treated,30 to 39,Female,Bicyclist,3
5658,2003,Brisbane,Medically treated,30 to 39,Male,Bicyclist,22
5676,2003,Brisbane,Fatality,30 to 39,Male,Driver,5
5680,2003,Brisbane,Medically treated,30 to 39,Male,Passenger,25
7246,2003,Brisbane,Hospitalised,30 to 39,Female,Pedestrian,10
8219,2003,Brisbane,Fatality,30 to 39,Male,Passenger,1
8452,2003,Brisbane,Medically treated,30 to 39,Female,Passenger,50
8470,2003,Brisbane,Hospitalised,30 to 39,Male,Driver,80
9082,2003,Brisbane,Hospitalised,30 to 39,Male,Pedestrian,11
10238,2003,Brisbane,Fatality,30 to 39,Male,Motorcyclist,4
10502,2003,Brisbane,Hospitalised,30 to 39,Female,Bicyclist,3
11301,2003,Brisbane,Medically treated,30 to 39,Male,Motorcyclist,37
11319,2003,Brisbane,Minor injury,30 to 39,Female,Passenger,33
11942,2003,Brisbane,Minor injury,30 to 39,Male,Passenger,15
12781,2003,Brisbane,Minor injury,30 to 39,Female,Motorcyclist,6
13490,2003,Brisbane,Minor injury,30 to 39,Female,Bicyclist,2
14155,2003,Brisbane,Minor injury,30 to 39,Male,Driver,125
14785,2003,Brisbane,Minor injury,30 to 39,Male,Bicyclist,11
16154,2003,Brisbane,Fatality,30 to 39,Male,Bicyclist,2
16307,2003,Brisbane,Fatality,30 to 39,Male,Pedestrian,1
18669,2003,Brisbane,Hospitalised,30 to 39,Male,Passenger,9
19668,2003,Brisbane,Hospitalised,30 to 39,Female,Passenger,22
20657,2003,Brisbane,Hospitalised,30 to 39,Female,Motorcyclist,3
20845,2003,Brisbane,Minor injury,30 to 39,Female,Pedestrian,1
735,2003,Brisbane,Fatality,40 to 49,Male,Driver,3
742,2003,Brisbane,Medically treated,40 to 49,Female,Pedestrian,3
1058,2003,Brisbane,Medically treated,40 to 49,Female,Motorcyclist,9
1066,2003,Brisbane,Hospitalised,40 to 49,Female,Pedestrian,7
1658,2003,Brisbane,Hospitalised,40 to 49,Male,Passenger,4
1904,2003,Brisbane,Fatality,40 to 49,Female,Motorcyclist,1
2419,2003,Brisbane,Minor injury,40 to 49,Male,Bicyclist,3
2829,2003,Brisbane,Medically treated,40 to 49,Male,Driver,145
2854,2003,Brisbane,Medically treated,40 to 49,Male,Pedestrian,6
3504,2003,Brisbane,Medically treated,40 to 49,Male,Motorcyclist,23
3832,2003,Brisbane,Hospitalised,40 to 49,Female,Motorcyclist,4
3842,2003,Brisbane,Medically treated,40 to 49,Male,Passenger,15
4624,2003,Brisbane,Fatality,40 to 49,Male,Pedestrian,1
4694,2003,Brisbane,Minor injury,40 to 49,Female,Bicyclist,2
5662,2003,Brisbane,Medically treated,40 to 49,Female,Driver,148
5677,2003,Brisbane,Minor injury,40 to 49,Female,Driver,102
6344,2003,Brisbane,Medically treated,40 to 49,Female,Bicyclist,2
6668,2003,Brisbane,Minor injury,40 to 49,Male,Motorcyclist,11
8278,2003,Brisbane,Hospitalised,40 to 49,Male,Other,1
8437,2003,Brisbane,Minor injury,40 to 49,Male,Passenger,11
8442,2003,Brisbane,Hospitalised,40 to 49,Male,Driver,60
8453,2003,Brisbane,Hospitalised,40 to 49,Female,Driver,58
9629,2003,Brisbane,Minor injury,40 to 49,Male,Pedestrian,5
10880,2003,Brisbane,Hospitalised,40 to 49,Female,Bicyclist,2
10905,2003,Brisbane,Minor injury,40 to 49,Female,Motorcyclist,1
11939,2003,Brisbane,Medically treated,40 to 49,Female,Passenger,44
12998,2003,Brisbane,Hospitalised,40 to 49,Male,Bicyclist,12
14131,2003,Brisbane,Minor injury,40 to 49,Male,Driver,87
14783,2003,Brisbane,Medically treated,40 to 49,Male,Bicyclist,16
20332,2003,Brisbane,Hospitalised,40 to 49,Female,Passenger,27
20333,2003,Brisbane,Hospitalised,40 to 49,Male,Motorcyclist,35
20337,2003,Brisbane,Minor injury,40 to 49,Female,Passenger,27
20659,2003,Brisbane,Hospitalised,40 to 49,Male,Pedestrian,8
21649,2003,Brisbane,Minor injury,40 to 49,Female,Pedestrian,1
66,2003,Brisbane,Medically treated,50 to 59,Female,Driver,91
120,2003,Brisbane,Medically treated,50 to 59,Female,Passenger,37
739,2003,Brisbane,Minor injury,50 to 59,Male,Passenger,6
1656,2003,Brisbane,Medically treated,50 to 59,Male,Pedestrian,9
1657,2003,Brisbane,Medically treated,50 to 59,Female,Motorcyclist,3
2388,2003,Brisbane,Medically treated,50 to 59,Female,Pedestrian,1
2857,2003,Brisbane,Minor injury,50 to 59,Male,Driver,68
2859,2003,Brisbane,Hospitalised,50 to 59,Female,Passenger,16
4062,2003,Brisbane,Hospitalised,50 to 59,Female,Pedestrian,6
4064,2003,Brisbane,Medically treated,50 to 59,Male,Bicyclist,6
4881,2003,Brisbane,Fatality,50 to 59,Female,Driver,1
5106,2003,Brisbane,Fatality,50 to 59,Male,Motorcyclist,1
5663,2003,Brisbane,Minor injury,50 to 59,Female,Passenger,23
7352,2003,Brisbane,Minor injury,50 to 59,Male,Bicyclist,3
7992,2003,Brisbane,Minor injury,50 to 59,Female,Pedestrian,2
8451,2003,Brisbane,Hospitalised,50 to 59,Male,Driver,44
11149,2003,Brisbane,Hospitalised,50 to 59,Female,Motorcyclist,1
11286,2003,Brisbane,Medically treated,50 to 59,Male,Driver,79
11312,2003,Brisbane,Hospitalised,50 to 59,Male,Motorcyclist,14
12268,2003,Brisbane,Medically treated,50 to 59,Male,Motorcyclist,7
12991,2003,Brisbane,Fatality,50 to 59,Male,Driver,2
13748,2003,Brisbane,Minor injury,50 to 59,Male,Motorcyclist,4
14149,2003,Brisbane,Hospitalised,50 to 59,Male,Passenger,5
14789,2003,Brisbane,Hospitalised,50 to 59,Female,Driver,45
16510,2003,Brisbane,Hospitalised,50 to 59,Male,Bicyclist,3
16952,2003,Brisbane,Medically treated,50 to 59,Male,Passenger,12
17915,2003,Brisbane,Minor injury,50 to 59,Female,Driver,53
18500,2003,Brisbane,Hospitalised,50 to 59,Male,Pedestrian,9
18668,2003,Brisbane,Hospitalised,50 to 59,Female,Bicyclist,1
19226,2003,Brisbane,Minor injury,50 to 59,Male,Pedestrian,3
19288,2003,Brisbane,Minor injury,50 to 59,Female,Motorcyclist,1
20331,2003,Brisbane,Fatality,50 to 59,Male,Pedestrian,2
22274,2003,Brisbane,Minor injury,50 to 59,Female,Bicyclist,1
76,2003,Brisbane,Hospitalised,60 to 74,Female,Driver,28
85,2003,Brisbane,Minor injury,60 to 74,Female,Driver,21
87,2003,Brisbane,Medically treated,60 to 74,Male,Driver,52
101,2003,Brisbane,Medically treated,60 to 74,Female,Passenger,40
1067,2003,Brisbane,Medically treated,60 to 74,Female,Pedestrian,3
1559,2003,Brisbane,Medically treated,60 to 74,Male,Motorcyclist,4
2860,2003,Brisbane,Medically treated,60 to 74,Female,Driver,42
4883,2003,Brisbane,Minor injury,60 to 74,Male,Pedestrian,1
5435,2003,Brisbane,Hospitalised,60 to 74,Male,Passenger,1
7245,2003,Brisbane,Hospitalised,60 to 74,Female,Pedestrian,10
8436,2003,Brisbane,Minor injury,60 to 74,Male,Driver,40
9623,2003,Brisbane,Medically treated,60 to 74,Male,Pedestrian,4
10315,2003,Brisbane,Hospitalised,60 to 74,Male,Pedestrian,4
10445,2003,Brisbane,Medically treated,60 to 74,Female,Motorcyclist,1
10878,2003,Brisbane,Minor injury,60 to 74,Male,Motorcyclist,3
13655,2003,Brisbane,Fatality,60 to 74,Female,Pedestrian,1
16353,2003,Brisbane,Fatality,60 to 74,Male,Driver,4
16480,2003,Brisbane,Hospitalised,60 to 74,Male,Bicyclist,4
17604,2003,Brisbane,Hospitalised,60 to 74,Female,Passenger,12
18101,2003,Brisbane,Minor injury,60 to 74,Female,Passenger,16
18106,2003,Brisbane,Medically treated,60 to 74,Male,Passenger,7
18929,2003,Brisbane,Minor injury,60 to 74,Male,Passenger,1
